id,Title,Embedding_10d,Danceability,Energy,Valence,Loudness,Speechiness,Acousticness,Instrumentalness
0gWrMbx6pbdH3n3nsLjE55,Mourning,"0.0700,0.0336,0.0622,0.0345,-0.0563,-0.0494,0.1907,0.1189,-0.2399,-0.1649",0.5323834196891193,0.6169265033407573,0.23166843783209357,0.7954073853773439,0.016286644951140065,0.09758551307847083,0.0
0gucTLf7trAf37Ua1uAyAu,Smells Like Teen Spirit,"0.0854,0.0485,0.0629,0.0809,-0.0560,0.0067,0.2059,0.1674,-0.2335,-0.1411",0.3937823834196892,0.9142538975501114,0.6950053134962806,0.7999391148812532,0.052117263843648204,0.0,0.0
0h7QMc9ZRzA9QJrbEHytn2,The Astrout,"0.0092,0.0815,-0.0123,-0.0233,0.0575,0.0001,0.1193,0.0463,-0.1097,-0.0064",0.4598445595854924,0.7394209354120268,0.1891604675876727,0.7619969874661691,0.013029315960912051,0.004024144869215291,0.0
0heeNYlwOGuUSe7TgUD27B,Question...?,"0.0942,0.0261,0.1141,0.0342,-0.0247,-0.0115,0.1944,0.1529,-0.2377,-0.1369",0.7331606217616582,0.4510022271714922,0.07332624867162592,0.6106283362914715,0.23452768729641693,0.20120724346076457,0.0
0hquQWY3xvYqN4qtiquniF,Vegas (From the Origil Motion Picture Soundtrack ELVIS),"0.0644,0.0520,0.0821,0.0438,-0.0583,-0.0252,0.1910,0.1329,-0.2559,-0.1494",0.7979274611398967,0.5612472160356348,0.7470775770456963,0.6634540851164541,0.3778501628664495,0.07847082494969819,0.0
0hvN2v6fAcB6xWyW7UaooA,(There's No Place Like) Home for the Holidays - 1959 Version,"0.0645,0.0712,0.0903,0.0665,-0.0772,-0.0072,0.2385,0.1651,-0.2594,-0.1891",0.3795336787564768,0.27171492204899783,0.4643995749202976,0.4421101989549209,0.045602605863192175,0.9024144869215291,0.0
0judK8TqYfvwUohBngUxrE,DOGTOOTH,"0.1089,0.0588,0.1159,0.0170,-0.0159,-0.0499,0.1665,0.1132,-0.2219,-0.1613",0.6748704663212437,0.61358574610245,0.8129649309245485,0.7179236966046194,0.49022801302931596,0.5080482897384305,0.0
0kAZ3H6G9Zac4PMpmobMkj,If This Was A Movie (Taylor's Version),"0.0942,0.0261,0.1141,0.0342,-0.0247,-0.0115,0.1944,0.1529,-0.2377,-0.1369",0.3717616580310882,0.6726057906458797,0.2837407013815091,0.9997919403013057,0.00814332247557003,0.09154929577464788,0.0
0kTMK4gNFfLXaTb62w1UaJ,BABY OTAKU,"0.0217,-0.0159,0.0052,0.0573,0.0035,0.0633,0.0135,0.0336,-0.0526,-0.0263",0.8419689119170987,0.7238307349665924,0.41976620616365573,0.9997506215911229,0.09771986970684039,0.04929577464788732,0.0
0kzN7YAMSbmlHOvxlbQW9y,Di Que Si,"0.0438,0.0252,0.0309,0.0886,0.0274,-0.0161,0.1243,0.0358,-0.0423,-0.0456",0.49870466321243534,0.5478841870824054,0.8065887353878853,0.7610195556123847,0.042345276872964174,0.07545271629778671,0.0
